"","Signature.1A","Signature.1B","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.R1","Signature.R2","Signature.R3","Signature.U1","Signature.U2"
"MB-REC-44",0,0.091873222685727,0,0,0,0,0,0,0,0,0.683839804810631,0,0,0,0,0,0,0,0,0,0,0.0782370431386996,0,0,0,0,0
